"","urlDrugName","condition","rating","ReviewSentiment","sideEff_num","SideEffectsSentiment","eff_num","BenefitsSentiment","full_commentSentiment"
"667","prinivil","high blood pressure",5,5,8,0,6,0,2.5
"668","differin","acne",8,5.70026541741457,8,3.64974679448213,8,5,5
"669","imitrex","migraines",8,0,8,2.85714285714286,8,3.33333333333333,2.72727272727273
"670","prilosec","acid reflux",10,2,10,2,10,2,2
"671","fosamax","possible osteoporosis",1,10,2,1.11111111111111,2,7.77777777777778,5
"672","cialis","ed",10,10,8,0,10,10,6.66666666666667
"673","mirtazapine","depression, anxiety, ocd, nausea",2,1.42857142857143,8,0,2,10,2
"674","propecia","hair regrowth",8,5.70026541741457,4,0,8,5,2
"675","avage","dark spots",5,0,6,3.64974679448213,4,10,5
"676","betamethasone","trochanteric bursitis",2,5.70026541741457,4,4.28571428571429,2,3.33333333333333,4
"677","zyban","to quit smoking",2,10,2,0,8,5,5
"678","renova","for treating wrinkles",10,10,8,0,10,5,3.75
"679","zocor","colestrol",3,6.66666666666667,6,0,8,0,4
"680","wellbutrin","depression",5,7.5,10,7.14285714285714,6,4.61538461538462,6
"681","percocet","menstrual migraines",8,5.70026541741457,8,3.33333333333333,10,5,4.28571428571429
"682","seroquel","anxiety",1,2.5,2,0.909090909090909,2,4.57034461482024,1.42857142857143
"683","ambien","insomnia",1,10,10,3.64974679448213,2,4.57034461482024,10
"684","flagyl","bacterial infectoin",1,5,2,3.75,6,5,4.54545454545454
"685","ultram","arthritis pain",10,5.70026541741457,8,3.64974679448213,10,0,0
"686","levaquin","sinus infection",1,4.28571428571429,4,4,2,4.57034461482024,4.16666666666667
"687","aczone","acne",8,5,8,0,8,5,4.44444444444444
"688","norvasc","high blood pressure",1,6.66666666666667,2,7,10,5,6.92307692307692
"689","grifulvin-v","tinea barbae",5,3.33333333333333,10,3.64974679448213,2,4.57034461482024,3.33333333333333
"690","accutane","acne/oily skin",2,0,8,3.64974679448213,2,5,3.33333333333333
"691","compazine","morning sickness/nausea",1,5.70026541741457,2,5,4,4.57034461482024,5
"692","nexium","acid reflux",10,3.33333333333333,8,0,10,0,2
"693","advair-diskus","asthma",10,5,8,10,10,10,7.5
"694","valtrex","cold sores",8,5,8,3.33333333333333,8,3.33333333333333,4.28571428571429
"695","zithromax","sinus infection",10,10,10,3.64974679448213,10,6.66666666666667,7.5
"696","seroquel","insomnia, bipolar",9,5.70026541741457,6,10,10,0,6.66666666666667
"697","cymbalta","depression/anxiety",7,0,8,0,8,0,0
"698","tazorac","acne",5,2,4,3.64974679448213,6,4.57034461482024,2
"699","zyprexa","schizoaffective disorder",10,2.72727272727273,10,3.64974679448213,10,4.57034461482024,2.72727272727273
"700","celexa","stress, feeling overwhelmed",10,5.70026541741457,8,6.66666666666667,10,0,4
"701","methotrexate","uveitis, inflmmatory arhtiritis in hands",7,0,6,0,10,0,0
"702","provigil","bipolar disorder with severe lows & fatigue,",7,4.16666666666667,8,3.33333333333333,8,5.26315789473684,4.34782608695652
"703","levoxyl","hypothyroid",9,5,8,5,10,2,3.75
"704","tramadol","2 compressed discs in neck",9,0,8,0,10,6.66666666666667,4
"705","nuvaring","pregnancy prevention, cycle regulation",9,5,8,2,10,6,4.16666666666667
"706","claritin","allegry",5,0,8,0,4,4.57034461482024,0
"707","prilosec","gerd",3,5,6,0,4,4.57034461482024,3.33333333333333
"708","nexium","gerd with laryngeal spasms",9,3.33333333333333,8,0,10,2.5,2.72727272727273
"709","synthroid","fatique, depression",10,5.45454545454545,10,3.64974679448213,10,5,5.45454545454545
"710","lexapro","depression/anxiety",10,8.57142857142857,8,3.64974679448213,10,6.66666666666667,8
"711","avita","pigmentatation",8,10,6,5,10,10,7.5
"712","soma","back pain",9,5,8,4.44444444444444,10,2,3.75
"713","metronidazole","dog bite prophylaxis",3,0,4,2.85714285714286,6,4,2.85714285714286
"714","prinivil","nocturnal myoclonus (like restless leg syndrome)",10,7.14285714285714,10,0,10,5,6.66666666666667
"715","singulair","asthmas/ rhinitis",8,10,6,2.5,8,4.57034461482024,4
"716","mobic","pain/arthritis",1,3.33333333333333,2,3.64974679448213,4,0,2.5
"717","premarin","hormone and for prevention of osteoporosis",10,10,8,6.66666666666667,8,4.57034461482024,7.5
"718","metformin","type 2 diabetes",10,6.66666666666667,10,6,10,5,5.71428571428571
"719","seasonale","birth control",4,0,8,1.66666666666667,8,4.57034461482024,1.42857142857143
"720","augmentin","cough",2,5,4,0,2,4.57034461482024,4
"721","botox","wrinkles",10,10,10,3.64974679448213,10,10,10
"722","adderall","add",8,10,10,3.64974679448213,8,10,10
"723","retin-a","acne",6,10,6,5,8,5,5.71428571428571
"724","wellbutrin-xl","major depressive disorder",7,5,6,3.33333333333333,8,4.57034461482024,3.63636363636364
"725","trazodone","fibromyalgia",2,6.66666666666667,4,0,10,4.57034461482024,6.66666666666667
"726","neurontin","neural pain",10,10,8,2.85714285714286,8,4.28571428571429,4.28571428571429
"727","xyrem","fibromyalgia",9,3.33333333333333,6,3.125,10,3.84615384615385,3.54838709677419
"728","advair-hfa","asthma",3,5.70026541741457,2,5,6,4.57034461482024,5
"729","norvasc","hypertension",9,10,6,6.66666666666667,8,10,8
"730","cymbalta","nerve damage from brachial plexitus",8,7.77777777777778,8,0,8,3.33333333333333,6.36363636363636
"731","reglan","delayed gastric emptying-nausea",10,10,10,3.33333333333333,10,10,5
"732","metronidazole","bacterial growth",8,5.70026541741457,8,0,8,4.57034461482024,0
"733","norvasc","hypertension",10,5.70026541741457,10,3.64974679448213,10,0,0
"734","wellbutrin-xl","depression",8,5,8,5,8,3.33333333333333,5
"735","innofem","menopause symptoms",9,6.66666666666667,10,3.33333333333333,10,7.5,8
"736","micardis","hypertension",9,5.70026541741457,10,3.64974679448213,8,5,5
"737","minocycline","rosacea/ acne",7,6.66666666666667,4,3.33333333333333,10,4.57034461482024,6.2962962962963
"738","advair-diskus","asthma",4,10,6,0,4,5,6
"739","ativan","unable to sleep because of pain",5,1.66666666666667,4,2.5,10,4.57034461482024,2.22222222222222
"740","levaquin","acute sinusitis",2,10,4,6.66666666666667,2,4.57034461482024,7.14285714285714
"741","propecia","hair loss, receding hairline",8,6.66666666666667,8,2.5,8,2.5,4
"742","naproxen","ac joint dislocation",10,4.28571428571429,10,3.64974679448213,10,5,4.44444444444444
"743","clobetasol","skin allergy",7,10,10,3.64974679448213,6,6.66666666666667,7.5
"744","flexeril","muslce inflammation",9,5,10,5,10,0,3.33333333333333
"745","retin-a-micro","adult acne",10,10,6,3.64974679448213,10,5,6.66666666666667
"746","armour-thyroid","thyroid goiter",8,5.70026541741457,6,5,8,6.66666666666667,6
"747","prozac","depression",2,10,10,3.64974679448213,2,4.57034461482024,10
"748","nexium","esophogeal strictures",8,5.70026541741457,10,3.64974679448213,8,5,5
"749","atarax","hives",1,0,2,0,2,5,2.5
"750","oxycontin","post-surgical pain",4,6.25,6,4,6,0,4.61538461538462
"751","hydrocortisone","eczema",10,5.70026541741457,10,3.64974679448213,10,2.5,2.5
"752","dispermox","abcessed tooth",1,3.33333333333333,4,3.64974679448213,2,5,3.33333333333333
"753","topamax","nerve pain, fibromyalgia",8,3.52941176470588,6,2.5,8,5,3.68421052631579
"754","clindamycin","staphf infection",1,0,2,1.81818181818182,8,0,1.66666666666667
"755","elavil","insomnia, migraines",4,10,6,5,6,10,6.66666666666667
"756","minocycline","acne",7,6.66666666666667,10,3.64974679448213,8,5,6.66666666666667
"757","lexapro","clinical depression",1,4.86486486486486,2,4,2,5,4.77272727272727
"758","citalopram","depression",7,10,6,0,8,0,3.33333333333333
"759","metformin","diabetes",8,10,8,5,10,6.66666666666667,8
"760","zyrtec","allergic rhinitis",10,0,10,0,10,3.33333333333333,2
"761","prednisone","rash on neck that spread to face",8,5,8,5,8,6,5.29411764705882
"762","lamictal","bi-polar 2",8,5,10,3.33333333333333,8,7.77777777777778,5.76923076923077
"763","oxycontin","acute and long term chronic and severe back pain",10,0,8,0,10,3.33333333333333,2.5
"764","seasonique","i took seasonique just  to prevent pregnancy",5,5.70026541741457,6,5,6,6.66666666666667,6
"765","niaspan","reduce cholesterol",9,10,10,10,8,5,8.57142857142857
"766","ambien","insomnia",8,5.70026541741457,8,0,8,0,0
"767","requip","rls",10,10,6,5,10,10,8
"768","avita","acne",8,7.5,8,5,8,6.66666666666667,6.66666666666667
"769","paxil","depression/anxiety",10,5.70026541741457,10,3.64974679448213,10,1.42857142857143,1.42857142857143
"770","lexapro","anxiety depression",1,0,2,1.42857142857143,2,3,1.81818181818182
"771","effexor-xr","chronic depression",6,3.33333333333333,6,0,6,0,2.94117647058824
"772","prozac","depression",9,0,8,6.66666666666667,8,10,6.66666666666667
"773","effexor","depression",6,7.5,8,5,10,0,5
"774","vyvanse","sggression, hyperactivity",4,5.70026541741457,4,0,6,5,3.33333333333333
"775","adipex-p","obesity",7,5,8,0,8,1.25,1.81818181818182
"776","amoxil","strep throat",9,5.70026541741457,8,3.64974679448213,10,0,0
"777","tazorac","acne",9,10,8,3.64974679448213,8,10,10
"778","lipitor","high cholesterol",6,5,6,6.66666666666667,4,0,3.33333333333333
"779","biaxin","strep throat",8,10,6,0,8,0,1.66666666666667
"780","geodon","bi-polar disorder",10,5.70026541741457,8,0,10,0,0
"781","catapres","high blood pressure",8,8,8,5,4,7.5,7.05882352941177
"782","premarin-vaginal","vaginal dryness/bladder inflamation-irritations",10,10,10,3.64974679448213,10,6,6
"783","diazepam","airplane flight anxiety",8,5.70026541741457,8,0,10,0,0
"784","zmax","cold / flu",10,10,10,10,10,10,10
"785","nasonex","allergies",10,0,10,3.64974679448213,8,0,0
"786","hydrochlorothiazide","high blood pressure",6,8.33333333333333,8,3.75,8,0,6.11111111111111
"787","tramadol","pain relief (glenohumeral instability correction)",3,0,4,2.5,10,0,2
"788","niacor","hypercholesterolemia w/ low ldl",10,10,8,3.64974679448213,10,10,10
"789","zomig","migraines-hormonal",9,5.70026541741457,6,0,8,6.66666666666667,5
"790","ortho-tri-cyclen","birth control",10,10,10,3.64974679448213,10,8.88888888888889,8.88888888888889
"791","fosamax-plus-d","osteoporosis",10,8.33333333333333,10,5,10,10,8
"792","effexor","depression",9,7.27272727272727,8,10,10,0,6.42857142857143
"793","cymbalta","depression",4,7.14285714285714,6,4,6,2,5.38461538461538
"794","noroxin","prostatitis",1,10,2,5,10,3.33333333333333,5
"795","neurontin","sleep disorder",9,5.70026541741457,10,0,8,2,2
"796","adipex-p","overweight, self confidence",9,5.70026541741457,8,10,8,7.14285714285714,7.5
"797","meridia","overeating, weight gain",10,5,8,3.33333333333333,10,3.75,4.28571428571429
"798","prozac","depression",9,10,6,5,10,3.33333333333333,5
"799","hytrin","high blood presure",10,5,10,3.64974679448213,10,0,5
"800","asacol","ulcerative colitis",3,3.33333333333333,6,2,4,0,3
"801","alendronate","bone density tests showed early osteo.",3,10,6,2.85714285714286,4,5,3.63636363636364
"802","synthroid","hypothyroidism",8,8.75,8,10,6,10,9
"803","lamotrigine","bipolar 2-extreme moods swings",10,5.70026541741457,8,4.28571428571429,10,6.875,6.08695652173913
"804","zoloft","depression",8,10,10,3.64974679448213,8,10,10
"805","imodium","diarrhea",8,10,10,3.64974679448213,8,8,8
"806","premarin","hormone replacement",10,10,10,6.66666666666667,10,3.75,5.38461538461538
"807","lamisil","yeast",5,10,10,3.64974679448213,8,6.66666666666667,7.5
"808","flonase","nasal polyps",8,3.33333333333333,8,0,10,0,2.5
"809","botox","aging",10,5,10,3.64974679448213,10,10,6.66666666666667
"810","prinivil","high blood pressure",1,5.70026541741457,4,6.25,6,0,5.55555555555556
"811","chantix","smoking",9,5.70026541741457,8,0,8,6.66666666666667,5
"812","tazorac","acne, photoaging",9,6,8,4.61538461538462,8,10,5.55555555555556
"813","botox","migraines",10,7.5,8,0,10,0,4.28571428571429
"814","albuterol","asthma",8,4.44444444444444,8,3.64974679448213,10,4.57034461482024,4.44444444444444
"815","enbrel","ankylosing spondylitis",9,5,10,3.64974679448213,10,1.42857142857143,2.22222222222222
"816","neurontin","spinal injury",9,4.16666666666667,6,3.33333333333333,10,2.5,3.88888888888889
"817","sarafem","depression",10,10,8,3.33333333333333,10,5.45454545454545,5.88235294117647
"818","levoxyl","hypothyroidism",4,6.66666666666667,4,5,4,10,5.83333333333333
"819","singulair","asthma - repeated chest infections",1,5.70026541741457,4,0,8,5,1.11111111111111
"820","dilaudid","headaches",1,10,2,10,10,4.57034461482024,10
"821","flexeril","headaches",9,5.70026541741457,6,3.64974679448213,10,5,5
"822","seroquel","insomnia",9,2,8,0,10,4.57034461482024,2
"823","xanax","sleeping aid",8,0,6,0,10,10,2.5
"824","klonopin","panic disorder",1,5.71428571428571,4,3.33333333333333,2,4.57034461482024,5
"825","prinivil","high blood pressure",7,5.71428571428571,8,2.5,8,5.71428571428571,5.33333333333333
"826","sarafem","depression",8,4,8,10,10,5.71428571428571,5.38461538461538
"827","effexor-xr","depression",7,5,4,5,8,3.33333333333333,4.61538461538462
"828","effexor","recurrent depression",10,5.29411764705882,10,3.64974679448213,10,0,5.29411764705882
"829","malarone","anti malarial",5,3.63636363636364,6,3.33333333333333,10,0,3.75
"830","tobramycin","pink eye",9,5.70026541741457,10,5,10,4.57034461482024,5
"831","tetracycline","acne",2,10,6,5,6,10,7.14285714285714
"832","ecotrin","headache",10,5.70026541741457,10,3.64974679448213,8,0,0
"833","claritin","seasonal allergies",2,10,6,4,4,0,4.28571428571429
"834","tramadol","inflamation at the femoral nerve",3,5,6,5,6,0,5
"835","chantix","quit smoking",1,6.66666666666667,6,0,8,4.57034461482024,5
"836","spironolactone","m to f transformation",8,6.66666666666667,8,8,8,5,7.5
"837","minocycline","acne",8,5.70026541741457,8,10,10,4.57034461482024,10
"838","avodart","hair loss",7,5.70026541741457,8,3.64974679448213,8,3.33333333333333,3.33333333333333
"839","effexor-xr","anxiety and depression",8,5.70026541741457,6,6.66666666666667,8,2,3.75
"840","remicade","ulcerative colitis",10,10,4,4,10,4.57034461482024,5
"841","retin-a","flat warts",4,5,6,0,6,4.57034461482024,5
"842","cialis","ed",9,10,8,5,8,10,9
"843","evista","ostheoporosis prevention",9,5.70026541741457,10,3.64974679448213,8,4.57034461482024,4.78977874926387
"844","yasmin","cramps, birth control",10,6.15384615384615,8,5.83333333333333,10,7.14285714285714,5.92592592592593
"845","accutane","acne",9,10,6,0,10,5,5.45454545454545
"846","seroquel","ptsd, bi-polar, anxiety",6,5.70026541741457,4,2.5,6,10,3.33333333333333
"847","zithromax","cystic fibrosis",10,7,10,3.64974679448213,10,10,7
"848","angeliq","menopausal symptoms - hot flashes, sleep disturban",9,4.28571428571429,10,10,8,0,3.63636363636364
"849","elavil","neck pain",9,5.70026541741457,8,5,10,0,2.5
"850","effexor-xr","depression",8,5,6,0,8,5.55555555555556,5
"851","nasonex","sinus problems",10,5.70026541741457,8,3.64974679448213,10,8,8
"852","yasmin","controceptive; help with pmsd",1,10,2,5,10,0,5.71428571428571
"853","coumadin","dvt",9,5,8,7.5,10,10,6.36363636363636
"854","lamisil","toenail fungus",1,5.70026541741457,10,3.64974679448213,4,10,10
"855","vagifem","vaginal dryness and urinary tract infections",1,5.70026541741457,4,2,10,5,2.5
"856","biaxin","inner ear infection",1,5.70026541741457,4,10,2,4.57034461482024,10
"857","valtrex","cold sores",9,3.33333333333333,8,1.66666666666667,8,4,2.85714285714286
"858","ortho-tri-cyclen-lo","contraception",9,10,8,5,10,4.57034461482024,7.5
"859","voltaren","arthritis",9,0,8,5,10,0,2.5
"860","diclofenac","muscular pain - arm",9,10,10,0,8,6.66666666666667,6.36363636363636
"861","accutane","cystic acne",5,5.71428571428571,2,4,10,4.57034461482024,4.375
"862","albuterol","asthma",8,5,10,3.64974679448213,8,4.57034461482024,5
"863","minocycline","acne",3,6,4,3.33333333333333,4,10,5.55555555555556
"864","hydrochlorothiazide","fluid retention increased bp",9,0,10,10,6,5,5
"865","actonel","loss of bone mass",6,5.45454545454545,8,0,6,5,5.29411764705882
"866","wellbutrin-xl","depression",9,4.28571428571429,6,0,10,8,5
"867","armour-thyroid","hypothyroid",8,7,10,10,6,6.66666666666667,7.14285714285714
"868","depo-provera","pregnancy prevention",10,6.66666666666667,6,4,10,6.66666666666667,5.45454545454545
"869","sotret","acne",8,10,6,0,10,4.57034461482024,3.33333333333333
"870","elocon","eczema",10,10,10,3.64974679448213,10,4.57034461482024,10
"871","flexeril","muscle stiffness",7,6.66666666666667,8,0,6,6.66666666666667,6.66666666666667
"872","atenolol","supra ventricular tachycardia",9,0,8,3,8,3.33333333333333,2.5
"873","diclofenac","mild arthritis in knees",9,5.70026541741457,10,3.64974679448213,10,3.33333333333333,3.33333333333333
"874","ambien","insomnia",8,0,8,6.66666666666667,10,6.66666666666667,5.45454545454545
"875","chantix","quit smoking",8,0,4,2.5,10,0,1.66666666666667
"876","synthroid","hypothyroidism",10,10,10,3.64974679448213,10,5,7.14285714285714
"877","diclofenac","knee pain/inflamation",2,4,6,2,6,5,3.33333333333333
"878","accutane","acne",9,5,8,7.5,10,0,5.71428571428571
"879","differin","acne",7,5.70026541741457,8,3.64974679448213,6,4.57034461482024,4.78977874926387
"880","ultram","headaches",1,2,8,3.64974679448213,10,6,3.07692307692308
"881","soma","broken ribs",2,3.33333333333333,6,0,2,6.66666666666667,3.33333333333333
"882","doxycycline","acne",8,0,8,3.64974679448213,10,4.57034461482024,0
"883","effexor","depression",1,10,2,0,2,0,4.28571428571429
"884","keflex","severe upper respitory tract infection",1,4.70588235294118,4,4,4,5,4.48275862068965
"885","zocor","high cholesterol",1,5.70026541741457,2,5,2,4.57034461482024,5
"886","singulair","asthma",10,2,10,3.33333333333333,10,0,2.85714285714286
"887","prozac","anxiety, hopelessness",8,0,8,6,10,5,5.38461538461538
"888","differin","acne",7,10,10,3.64974679448213,6,0,5
"889","aromasin","eostrogen-positive breast cancer",8,0,6,3.33333333333333,10,5,3.75
"890","premarin","hrt hysterectomy",1,6,2,0,6,4.57034461482024,5.45454545454545
"891","accutane","acne",9,6.66666666666667,6,3.64974679448213,10,4.57034461482024,6.66666666666667
"892","topamax","migraine prevention",6,5.70026541741457,8,2,6,10,5
"893","vyvanse","refractory depression",9,2.5,6,3.33333333333333,10,5.71428571428571,5
"894","seasonale","birth control",7,5.70026541741457,8,6.66666666666667,8,0,5
"895","lortab","sever back pain,",7,5,6,0,6,6.66666666666667,4.44444444444444
"896","acyclovir","cold sore",10,5.70026541741457,10,3.64974679448213,10,2.22222222222222,2.22222222222222
"897","metformin","diabetese",10,10,10,3.64974679448213,10,7.14285714285714,7.77777777777778
"898","augmentin","subungal hematoma",10,6,10,2.5,10,3.33333333333333,5.38461538461538
"899","metrogel","rosacea",7,0,10,3.64974679448213,6,4.57034461482024,0
"900","norvasc","hypertension",6,5.70026541741457,6,3.64974679448213,8,0,0
"901","tri-luma","melasma",3,5.70026541741457,4,3.64974679448213,2,6.66666666666667,6.66666666666667
"902","estrasorb","menopause",10,5.70026541741457,10,3.64974679448213,10,5,5
"903","clonazepam","anxiety",8,0,6,3.33333333333333,10,6,4
"904","topamax","migraine prevention",10,6.66666666666667,8,5,8,0,5
"905","zyban","smoking",4,0,4,5,10,10,5
"906","elavil","sleep",9,5,8,0,8,0,2.5
"907","ortho-tri-cyclen","prevent pregnancy",7,6.25,8,3.33333333333333,10,2.5,5
"908","valium","anxiety",9,5,8,3.64974679448213,8,0,4.28571428571429
"909","wellbutrin-sr","bi-polar",10,10,8,0,10,6,6.66666666666667
"910","actonel","prevent osteoporose",1,10,2,0,2,0,5
"911","nuvaring","prevent pregnancy",9,5.70026541741457,8,10,10,0,2.5
"912","topamax","migraines",7,5.70026541741457,6,0,8,5,2
"913","chantix","smoking cessation",10,5.70026541741457,8,0,10,0,0
"914","metronidazole","diarrhea",1,4,2,5,4,6.66666666666667,5
"915","citalopram","anxiety, panic attack",10,10,8,3.33333333333333,10,6.66666666666667,5.71428571428571
"916","propecia","thinning hair",7,5.70026541741457,6,2.85714285714286,10,0,2.5
"917","botox","forehead frown lines",1,0,4,0,10,0,0
"918","zyrtec-d","allergies",9,10,8,3.64974679448213,10,3.33333333333333,5
"919","lunesta","sleeping problems",9,0,6,0,10,0,0
"920","symbicort","asthma/copd",2,0,4,4,6,4.57034461482024,3.33333333333333
"921","keppra","seizure disorder",8,3.33333333333333,8,0,8,4.57034461482024,2.5
"922","tussionex","respiratory infection",8,4.28571428571429,8,3.64974679448213,8,0,3.75
"923","concerta","add",9,6,8,0,8,5.55555555555556,5
"924","retin-a-micro","acne - blackheads and acne scars",8,3.75,6,3.64974679448213,8,10,4.44444444444444
"925","qvar","asthma",10,10,10,10,10,2.5,5
"926","flexeril","muscle spasms (upper back/neck)",8,6,6,0,8,6.66666666666667,5
"927","climara","perimenopause",10,0,10,0,10,2,1.42857142857143
"928","humira","ra, sj�gren syndrome",5,10,4,5,8,0,5
"929","tri-luma","melasma",1,6.47058823529412,2,3.33333333333333,2,10,6.31578947368421
"930","proquin-xr","pneumonia",3,10,6,1.25,8,0,2.22222222222222
"931","adipex-p","overweight",9,0,8,0,10,6,4.28571428571429
"932","imitrex","migraines",10,5.70026541741457,10,3.64974679448213,10,6.66666666666667,6.66666666666667
"933","prempro","menopausal symptoms, especially night sweats",6,0,6,5,8,0,3.75
"934","adderall","add",10,5.70026541741457,8,0,10,6.66666666666667,5
"935","prozac","depression",7,5,10,0,8,5,3.33333333333333
"936","lipitor","high c",4,10,4,4,4,6,4.44444444444444
"937","effexor","depression",8,5.75,8,3.33333333333333,8,0,5.22727272727273
"938","nolvadex","breast cancer",3,10,4,1.11111111111111,10,10,2.72727272727273
"939","levora","contraception",7,7.14285714285714,6,10,10,0,6.25
"940","plendil","hypertention",9,5,8,3.64974679448213,6,2.5,3.75
"941","ultram","back pain",5,5.70026541741457,6,0,6,4,2.22222222222222
"942","naprosyn","arthritis",8,6.66666666666667,10,3.64974679448213,6,4,5
"943","tazorac","age spots on hand",9,2,6,3.75,10,6.66666666666667,4
"944","cymbalta","depression pain",1,10,2,2.5,2,4.57034461482024,3.07692307692308
"945","halcion","insomnia",3,10,10,3.64974679448213,2,5,6.66666666666667
"946","effexor-xr","depression",3,5,4,0,4,0,2.5
"947","sumatriptan","migraine",9,0,8,0,10,4.57034461482024,0
"948","ranitidine","gastro esophageal reflux disease (gerd)",9,5.55555555555556,10,6,10,3.33333333333333,5.29411764705882
"949","nexium","gerd (gastroesophogeal reflux disease)",10,4,10,0,10,5.71428571428571,5
"950","cleocin","infection in mandible",2,5,2,3.64974679448213,8,0,5
"951","ativan","inability to fall asleep",5,1.66666666666667,8,3.33333333333333,10,0,2.5
"952","sonata","insomnia",8,5,10,3.64974679448213,10,3.33333333333333,4.28571428571429
"953","aldactone","acne",10,10,8,3.64974679448213,10,4.57034461482024,10
"954","acyclovir","cold sores",10,10,8,5,8,1.66666666666667,4
"955","nortriptyline","severe depression",9,1.42857142857143,8,3.33333333333333,10,5,2.85714285714286
"956","cialis","erectile dysfunction",10,5,8,0,10,2,2.5
"957","miralax","irritable bowel syndrome",8,10,10,3.64974679448213,8,2.5,4
"958","clarinex","allergy induced asthma",9,5.70026541741457,10,3.64974679448213,10,2.5,2.5
"959","augmentin","sinusitis",4,0,4,1.66666666666667,8,3.33333333333333,2.30769230769231
"960","citalopram","depression",10,10,8,0,10,0,3.33333333333333
"961","effexor-xr","depression",7,3.33333333333333,8,5,6,5.71428571428571,5
"962","ambien","sleeplessness",4,6,4,3.75,8,10,4.54545454545454
"963","lamictal","bi-polar",8,5.70026541741457,8,0,6,6.66666666666667,3.33333333333333
"964","lipitor","high cholesterol",7,5.70026541741457,6,0,8,6.66666666666667,4
"965","topamax","appetite control",9,5.55555555555556,8,3.64974679448213,8,0,5
"966","albuterol","bronchitis",10,5.70026541741457,10,3.64974679448213,10,5,5
"967","doxycycline","std clamydia",5,10,4,0,8,4.57034461482024,2
"968","wellbutrin-xl","anti-depressant",10,7.5,8,6,10,6.66666666666667,6.66666666666667
"969","wellbutrin","depression",8,10,8,2.85714285714286,8,3.33333333333333,3.63636363636364
"970","acyclovir","cold sores/fever blisters",9,5,8,3.64974679448213,10,5.45454545454545,6.15384615384615
"971","minoxidil","hair loss",9,5,8,5,10,10,6.66666666666667
"972","retin-a","hyperpigmentation",7,5,4,3.64974679448213,6,4.57034461482024,5
"973","neurontin","genitofemoral nerve damage",1,4,4,1.81818181818182,2,6.66666666666667,2.91666666666667
"974","sotret","acne",10,5,6,3.64974679448213,10,10,5.55555555555556
"975","evoclin","acne",5,5.70026541741457,10,3.64974679448213,6,10,10
"976","retin-a","skin correction",8,10,6,10,8,0,5
"977","zegerid","acid reflux, gerd",1,10,2,2.85714285714286,10,0,3.75
"978","sulfasalazine","inflammatory arthritis",8,5.70026541741457,8,3.64974679448213,8,6.66666666666667,6.66666666666667
"979","nolvadex","breast cancer",5,5.70026541741457,6,3.64974679448213,10,0,0
"980","klaron","acne",10,10,10,3.64974679448213,10,10,10
"981","accutane","acne",10,6.66666666666667,8,3.33333333333333,10,10,6.25
"982","levoxyl","low thyroid production",10,10,10,3.64974679448213,10,5,5
"983","avage","to achieve a smoother skin surface",8,10,8,10,10,5,7.5
"984","sarafem","anxiety",3,1.42857142857143,6,0,2,5,2.22222222222222
"985","remicade","rhuematoid arthritis",4,5.71428571428571,4,4.28571428571429,10,6.66666666666667,4.76190476190476
"986","prevacid","heart burn",7,10,10,10,8,0,8
"987","propecia","male pattern baldness",7,5,8,5,6,0,2.72727272727273
"988","byetta","type 2 diabetes",8,8,8,0,10,10,7.77777777777778
"989","retin-a-micro","sun damage to face",10,5.71428571428571,6,7,10,7.5,6.92307692307692
"990","panixine-disperdose","skin infection",10,5.70026541741457,10,3.64974679448213,10,3.33333333333333,3.33333333333333
"991","ultracet","fibromyalgia",10,5,10,6,10,7.5,6.66666666666667
"992","minocycline","acne",3,10,8,5,4,10,8.33333333333333
"993","advair-hfa","asthma",7,10,10,0,6,10,8
"994","levoxyl","hypothyroidism",1,5.70026541741457,2,0,2,5.83333333333333,5.38461538461538
"995","doxycycline","cat bite",9,5.70026541741457,8,0,10,2.85714285714286,2.5
"996","chantix","smoking cessation",1,5.70026541741457,4,2.5,8,0,1.66666666666667
"997","metrogel","roseasa",8,5.70026541741457,10,10,8,5,6.66666666666667
"998","lexapro","depression",5,10,4,6.66666666666667,6,3.33333333333333,6.66666666666667
"999","vytorin","cholesterol",10,10,10,3.64974679448213,10,4.57034461482024,10
"1000","asacol","ulcerative colitis",1,4,2,0,2,4.57034461482024,3.63636363636364
"1001","pristiq","add & anxiety",10,4,10,0,10,10,3.57142857142857
"1002","effexor","depression",7,5.70026541741457,6,0,6,0,0
"1003","flexeril","tension in jaw and bruxism (grinding of teeth)",8,4,8,3.33333333333333,8,4,3.33333333333333
"1004","sular","high blood pressure",10,10,10,3.64974679448213,10,2,3.33333333333333
"1005","effexor-xr","depression, axiety",2,4.28571428571429,6,6.66666666666667,10,0,4.64285714285714
"1006","ambien","insomnia",9,0,10,0,10,0,0
"1007","citalopram","anxiety, ocd",8,10,4,0,8,3.33333333333333,3.33333333333333
"1008","amoxil","tonsilitis",5,6.66666666666667,10,10,4,10,8.33333333333333
"1009","differin","acne",9,10,6,0,8,4.57034461482024,5
"1010","panixine-disperdose","skin infection",10,5.70026541741457,8,0,10,0,0
"1011","doryx","acne",6,5.70026541741457,6,0,8,0,0
"1012","buspar","gad - generalised anxiety disorder.",9,0,8,0,10,3.33333333333333,2.85714285714286
"1013","fosamax","osteopenia",10,8.57142857142857,10,3.64974679448213,10,10,8.88888888888889
"1014","chantix","quitting smoking",7,5,2,2.85714285714286,8,4.57034461482024,3.63636363636364
